emotion_cluster,tempo,energy,brightness
0,124.82309776621715,0.8229947146407098,2944.2515050460515
1,108.65646863025749,0.5171080653587938,3381.753571665672
2,153.50120058905944,0.37908774140953083,2068.965650234268
3,94.50389143910941,0.3294824624074957,1465.4267672589685
